NoForm;city;NSE;p5;p6;p7;p16;p17_a;p17_b;p17_c;p17_d;p17_e;p17_f;p17_g;p18;P19;p22_a;p22_b;p22_c;p26
 ;Monterrey;Bajo;Masculino;Modalité n° 38;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=1_n;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
 ;Monterrey;Alto;Femenino;Modalité n° 65;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
 ;Monterrey;Alto;Masculino;Modalité n° 42;4 Universitaria;p16_PNOR=2_neg;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=2_cn;p17e_AMAC=2_cn;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
 ;Monterrey;Alto;Femenino;Modalité n° 62;4 Universitaria; ;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Medio;Femenino;Modalité n° 29;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Bajo;Masculino;Modalité n° 56;4 Universitaria; ;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
 ;Monterrey;Medio;Femenino;Modalité n° 28;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Medio;Femenino;Modalité n° 40;4 Universitaria;p16_PNOR=2_neg;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
 ;Monterrey;Bajo;Femenino;Modalité n° 24;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Bajo;Masculino;Modalité n° 28;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
 ;Monterrey;Bajo;Masculino;Modalité n° 60;4 Universitaria; ;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
 ;Monterrey;Alto;Femenino;Modalité n° 26;4 Universitaria; ;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s; ;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Bajo;Femenino;Modalité n° 29;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Medio;Masculino;Modalité n° 42;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Medio;Femenino;Modalité n° 34;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
 ;Monterrey;Medio;Masculino;Modalité n° 33;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si; ;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
 ;Monterrey;Medio;Femenino;Modalité n° 31;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Medio;Femenino;Modalité n° 32;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Bajo;Femenino;Modalité n° 26;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Bajo;Femenino;Modalité n° 54;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Bajo;Femenino;Modalité n° 45;4 Universitaria;p16_PNOR=2_neg;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=1_n;p26_ARMA=2_acu
 ;Monterrey;Medio;Masculino;Modalité n° 43;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Bajo;Femenino;Modalité n° 43;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
 ;Monterrey;Alto;Femenino;Modalité n° 19;4 Universitaria; ;p17a_ACL=1_n;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=2_cn;p17e_AMAC=2_cn;p17f_OLCC=1_n;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=3_ind
 ;Monterrey;Bajo;Femenino;Modalité n° 21;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Medio;Femenino;Modalité n° 17;4 Universitaria; ; ; ; ; ; ; ; ;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
 ;Monterrey;Medio;Femenino;Modalité n° 72;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
 ;Monterrey;Medio;Masculino;Modalité n° 39;4 Universitaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Alto;Femenino;Modalité n° 25;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Medio;Femenino;Modalité n° 35;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
 ;Monterrey;Alto;Masculino;Modalité n° 37;4 Universitaria;p16_PNOR=2_neg;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si; ;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Alto;Femenino;Modalité n° 40;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Alto;Masculino;Modalité n° 16;4 Universitaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
 ;Monterrey;Alto;Masculino;Modalité n° 21;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
 ;Monterrey;Medio;Masculino;Modalité n° 24;4 Universitaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
740;Mexico DF;Medio;Femenino;Modalité n° 60;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
794;Mexico DF;Alto;Femenino;Modalité n° 69;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
1938;Mexico DF;Alto;Femenino;Modalité n° 39;3 Tecnico/Tecnologo;p16_PNOR=2_neg;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=2_cn;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
2072;Mexico DF;Bajo;Femenino;Modalité n° 19;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
296;Mexico DF;Alto;Femenino;Modalité n° 38;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
2093;Mexico DF;Medio;Masculino;Modalité n° 17;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
1341;Mexico DF;Medio;Femenino;Modalité n° 61;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
386;Mexico DF;Alto;Femenino;Modalité n° 24;3 Tecnico/Tecnologo;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
533;Mexico DF;Alto;Femenino;Modalité n° 51;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
894;Mexico DF;Medio;Femenino;Modalité n° 32;3 Tecnico/Tecnologo; ;p17a_ACL=3_cs;p17b_FACL=2_cn;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1593;Mexico DF;Bajo;Femenino;Modalité n° 27;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
1619;Mexico DF;Bajo;Femenino;Modalité n° 21;3 Tecnico/Tecnologo;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=2_cn;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1655;Mexico DF;Alto;Femenino;Modalité n° 48;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=1_n;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
12;Mexico DF;Bajo;Masculino;Modalité n° 40;3 Tecnico/Tecnologo; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si; ;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
28;Mexico DF;Bajo;Masculino;Modalité n° 73;3 Tecnico/Tecnologo; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
532;Mexico DF;Bajo;Masculino;Modalité n° 26;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=1_comacu
625;Mexico DF;Medio;Femenino;Modalité n° 19;3 Tecnico/Tecnologo;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
665;Mexico DF;Medio;Masculino;Modalité n° 17;3 Tecnico/Tecnologo; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
675;Mexico DF;Bajo;Femenino;Modalité n° 72;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=1_n;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
877;Mexico DF;Medio;Femenino;Modalité n° 39;3 Tecnico/Tecnologo; ;p17a_ACL=3_cs;p17b_FACL=2_cn;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
879;Mexico DF;Medio;Femenino;Modalité n° 38;3 Tecnico/Tecnologo; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1871;Mexico DF;Alto;Femenino;Modalité n° 51;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2116;Mexico DF;Bajo;Femenino;Modalité n° 20;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=2_cn;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1722;Bogota;Medio;Masculino;Modalité n° 42;3 Tecnico/Tecnologo;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=3_ind
1951;Bogota;Medio;Masculino;Modalité n° 34;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2672;Bogota;Medio;Masculino;Modalité n° 52;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
3167;Bogota;Medio;Femenino;Modalité n° 21;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
3405;Bogota;Alto;Masculino;Modalité n° 68;3 Tecnico/Tecnologo;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
